tytul;powierzchnia;l_pokoi;pietro;rok_budowy;cena;miejsce;Ulica
Duże mieszkanie dla Twojej rodziny, blisko plaży.;84.0;4;5;2020;975000;Gdańsk Wrzeszcz;
Ekskluzywny apartament w sercu Gdańska;90.0;3;5;NaN;1339000;Gdańsk Dolne Miasto;
3 pokojowe mieszkanie Gdańsk Jasień;51.0;3;3;2007;599000;Gdańsk Szadółki;
Cztery pokoje w spokojnej dzielnicy;62.1;4;2;1980;530000;Gdańsk Niedźwiednik;
2 pokoje ZASPA!!;48.2;2;2;1980;459000;Gdańsk Zaspa;
Mieszkanie z widokiem na morze !;47.0;2;12;2006;660000;Gdańsk Przymorze;
APARTAMENTOWIEC Z BASENEM. ROMANTYCZNA ULICZKA;35.0;2;3;2018;590000;Gdańsk Śródmieście;
Mieszkanie Front Park-ogród-miejsce w hali-Motława;70.0;3;0;2018;820000;Gdańsk Dolne Miasto;
2 pokoje - możliwe 3 - 60m gdańsk ujeścisko;60.39;2;2;1985;359000;Gdańsk Ujeścisko;
CENTRUM WRZESZCZ'a - dwa pokoje, osobna kuchnia;50.0;2;3;1965;484000;Gdańsk Wrzeszcz;
Wyjątkowe 4 pokoje mieszkanie 90,5 m2 Wrzeszcz;90.5;4;2;NaN;1249000;Gdańsk Wrzeszcz;
2 pok na Morenie;38.3;2;3;2004;355000;Gdańsk Morena;
Nowa cena! Piękny apartament z widokiem na Gdańsk;63.7;2;15;2019;989999;Gdańsk Młyniska;
Mieszkanie Gdańsk Jasień  49.2 m2;49.2;2;2;2010;539000;Gdańsk Jasień;
Sprzedam 3 pokojowe mieszkanie na Zakopiańskiej;58.0;3;2;1935;599000;Gdańsk Siedlce;
Mieszkanie po remoncie w świetnej lokalizacji !;57.73;3;2;1930;599000;Gdańsk Siedlce;
GDAŃSK OLIWA - MIESZKANIE Z DUSZĄ DLA WYMAGAJĄCYCH;93.0;3;2;1910;965000;Gdańsk Oliwa;
Jasne 3-pokojowe mieszkanie blisko Starego Miasta;64.0;3;4;1962;639000;Gdańsk Śródmieście;
Gdańsk Żabianka!!! SKM !!! Tramwaj !!! AWFiS !!!;56.0;3;2;1975;499000;Gdańsk Żabianka;
APARTAMENT Gdańsk Neptun Park!! 150 m do morza!!;34.0;1;1;2017;890000;Gdańsk Jelitkowo;
Apartament 72 m2  z tarasem 50m2,Czarny Dwór;71.6;3;0;2001;845000;Gdańsk Brzeźno;
Okazja! Zrób 3 pokoje Oliwa! Tanio!;52.1;2;0;1900;460000;Gdańsk Oliwa;
OKAZJA! Kawalerka Żabianka 450m od AWFIS!;30.090;1;4;1974;290000;Gdańsk Żabianka;
Okazja! 80m2 Wrzeszcz 3 kawalerki lub 4 pokoje;80.25;4;1;1940;599000;Gdańsk Wrzeszcz;
JASIEŃ/ 3 POKOJE/ OSOBNA KUCHNIA/ SZYBKIE WYDANIE;70.33;3;2;2012;589000;Gdańsk Zakoniczyn;
4 pokoje na Chełmie po kapitalnym remoncie;49.5;4;3;1975;419000;Gdańsk Chełm;
Apartament z tarasem na dachu, oferta dyskretna;100.0;4;3;2013;2500000;Gdańsk Brzeźno;
Mieszkanie 3 pokojowe na Zaspie;59.6;3;2;1980;480000;Gdańsk Zaspa;
Chcesz mieszkać przy plaży cały rok?;57.5;3;1;2009;770000;Gdańsk Przymorze;
Słoneczne mieszkanie z widokiem na zieleń;63.4;3;4;NaN;520000;Gdańsk;
Mieszkanie po remoncie  Morena;42.0;2;5;1980;399000;Gdańsk Morena;
Bardzo dobrze skomunikowane mieszkanie na Morenie;45.0;2;5;1980;389000;Gdańsk Morena;
Waterlane island - widok na rzekę !;46.55;2;6;2018;800000;Gdańsk Śródmieście;
Kompaktowe wnętrze z widokiem na morze;64.25;3;8;2019;865000;Gdańsk Brzeźno;
4 pokoje w wysokim standardzie i świetnej lokalizacji!;90.0;4;6;2010;1100000;Gdańsk Zaspa;
 Słoneczna Morena, cztery pokoje, 2 x garaż;86.18;4;4;2013;890000;Gdańsk Morena;
Mieszkanie dla rodziny we Wrzeszczu. 3 pokoje !;85.0;3;1;1965;729000;Gdańsk Wrzeszcz;
Apartament WRZESZCZ BROWAR;53.0;2;5;NaN;585000;Gdańsk Wrzeszcz;
Mieszkanie w samym centrum Wrzeszcza;78.7;4;1;1949;599000;Gdańsk Strzyża;
Apartament z widokiem na Motławę-Gdańsk Starówka;92.7;3;2;2012;1290000;Gdańsk Stare Przedmieście;
Apartament Zajezdnia Wrzeszcz Wykończony;32.0;2;3;2020;430000;Gdańsk Brzeźno;
Mieszkanie - Gdańsk Piecki;48.2;2;1;2012;455000;Gdańsk Morena;
Duże mieszkanie Wrzeszcz! 96m2;96.1;4;2;1927;520000;Gdańsk Wrzeszcz;
Inwestycyjne czteropokojowe mieszkanie !;78.0;4;0;1998;546000;Gdańsk Ujeścisko;
Szafaria - miejski ogród nad rzeką;80.0;2;0;2009;1250000;Gdańsk Długie Ogrody;
Słoneczne mieszkanie przy plaży i parku!;63.4;3;0;1990;690000;Gdańsk Brzeźno;
Przymorze 3 Pokoje z balkonem;61.8;3;9;1980;587000;Gdańsk Przymorze;
Super lokalizacja!Kawalerka w dzielnicy przeróbka!;28.0;1;1;1950;260000;Gdańsk Przeróbka;
Mieszkanie w centrum miasta z dwoma balkonami !;64.0;3;4;1962;639000;Gdańsk Śródmieście;
3 POKOJOWE mieszkanie - Stogi - oddzielna kuchnia;56.0;3;4;1991;429700;Gdańsk Stogi;
45 metrów w apartamentowcu w Śródmieściu!;29.110;1;5;2020;409000;Gdańsk Długie Ogrody;
Inwestycyjna kawalerka przy Gdańskiej Starówce!;30.060;1;4;2020;439000;Gdańsk Śródmieście;
Nowe 2 pokojowe Gdańsk.;39.0;2;2;2016;310000;Gdańsk Św. Wojciech;
Przestronne 2 pokoje z miejscem w hali garażowej !;58.6;2;2;2009;459000;Gdańsk Osowa;
Gdańsk 3 pokojowe z widokiem na las;58.0;3;4;2017;569000;Gdańsk Matarnia - Rębiechowo;
Luksusowy apartament 3 pokoje, Gdańsk Brzeźno;66.86;4;1;NaN;816000;Gdańsk Brzeźno;
Starówka- Szafarnia PILNIE;54.7;2;2;2010;670000;Gdańsk Długie Ogrody;
95,96 m2 4 pokoje Wrzeszcz, wysoki standard!;95.95;4;5;2010;1080000;Gdańsk Wrzeszcz;
Gdańsk Morena- Mieszkanie z tarasem na dachu;122.5;4;3;2020;998500;Gdańsk Morena;
1 piętro, winda, 2 miejsca post. od zaraz!;50.0;2;1;2012;400000;Gdańsk Szadółki;
Mieszkanie na Grunwaldzkiej;64.1;3;2;1970;520000;Gdańsk Żabianka;
Mieszkanie 64m w Oliwie;64.1;3;2;1970;520000;Gdańsk Oliwa;
Mieszkanie - Gdańsk Główne Miasto;58.46;3;4;2018;906130;Gdańsk Śródmieście;
Mieszkanie 63,4m2 SUPER układ i lokalizacja !!!;63.4;2;1;1990;469000;Gdańsk Chełm;
Klimatyczne mieszknie ze strychem w sercu Oliwy.;101.0;4;2;1920;975000;Gdańsk Oliwa;
Mieszkanie - Gdańsk Śródmieście;40.0;2;3;2012;692000;Gdańsk Śródmieście;
Mieszkanie - Gdańsk Żabianka;47.1;3;9;1972;399000;Gdańsk Żabianka;
Klimatyczne mieszkanie we Wrzeszczu!;72.0;3;3;2009;770000;Gdańsk Wrzeszcz;
Zjawiskowe widoki na otaczające lasy;49.8;2;8;2013;615000;Gdańsk Morena;
Czteropokojowe mieszkanie blisko centrum.;114.0;4;5;1995;699000;Gdańsk Siedlce;
Mieszkanie - Gdańsk Stare Miasto;46.0;2;3;2014;671600;Gdańsk Śródmieście;
3 pokoje gdańsk wrzeszcz !!;61.0;3;1;1960;619000;Gdańsk Wrzeszcz;
Mieszkanie Gdańsk Śródmieście  42 m2;42.0;2;0;2017;600000;Gdańsk Śródmieście;
Przytulna kawalerka z ogródkiem, spokojna okolica;28.0;1;1;1950;235000;Gdańsk Przeróbka;
Mieszkanie - Gdańsk Morena;48.2;2;1;2012;469000;Gdańsk Morena;
Przytulne mieszkanie na Morenie;48.2;2;1;2012;469000;Gdańsk Morena;
Gdańsk Wrzeszcz Al.gen.jozefa Hallera;57.96;3;1;2018;812000;Gdańsk Wrzeszcz;
Gdańsk Wrzeszcz Aleja Gen. Józefa Hallera;112.81;4;6;2019;1579340;Gdańsk Wrzeszcz;
2 pokoje Gdańsk Brzeźno blisko morza.;46.1;2;0;1974;470000;Gdańsk Brzeźno;
3-pokojowe mieszkanie na Zaspie, 1,5 km do plaży!;61.0;3;4;1980;545000;Gdańsk Zaspa;
Brzeźno pas nadmorski mieszkanie 50 m2;50.2;2;4;1967;445000;Gdańsk Brzeźno;
Mieszkanie - Gdańsk Siedlce;114.0;4;5;1995;699000;Gdańsk Siedlce;
Mieszkanie w pasie nadmorskim;46.0;2;0;1972;399900;Gdańsk Przymorze;
3 pokoje po remoncie;62.8;3;3;2002;529000;Gdańsk Ujeścisko;
Mieszkanie - Gdańsk Wrzeszcz, 779 000 zł;75.0;3;3;1910;779000;Gdańsk Wrzeszcz;
1 pok/2 pok dobry stan Żabianka 31m2 TYLKO U NAS!!;31.0;1;2;NaN;299000;Gdańsk Żabianka;
Mieszkanie - Gdańsk Śródmieście;60.0;2;1;2011;950000;Gdańsk Długie Ogrody;
Mieszkanie 100 M2, 400 m do morza, gdańsk- brzeźno;100.0;4;5;1960;649000;Gdańsk Brzeźno;
Wyjątkowy apartament w DeoPlaza na WyspieSpichrzów;100.0;4;4;2020;2500000;Gdańsk Śródmieście;
Gdańsk Piecki Migowo Lema;53.0;3;1;2017;549000;Gdańsk Morena;
Mieszkanie Gdańsk Oliwa  130 m2;130.0;5;1;NaN;1590000;Gdańsk Oliwa;
Mieszkanie - Gdańsk Śródmieście;53.81;3;2;2018;844817;Gdańsk Śródmieście;
Nowe mieszkanie;85.0;4;NaN;2020;590000;Gdańsk Olszynka;
Mieszkanie Gdańsk Śródmieście Brzegi 71 m2;71.0;3;1;NaN;570000;Gdańsk Orunia Dolna;
Gdańsk Ujeścisko Łódzka;78.0;4;0;1998;500000;Gdańsk Ujeścisko;
4 POKOJE/ NADMORSKI DWÓR/ WYSOKI STANDARD;99.51;4;0;2011;1850000;Gdańsk Brzeźno;
2 POKOJE/ HARMONIA OLIWSKA/ OGRÓDEK;44.73;2;0;2018;599000;Gdańsk Oliwa;
Apartament 60 m2 Śródmieście! z hala garażową;60.0;2;1;2013;659000;Gdańsk Śródmieście;
Mieszkanie Gdańsk Śródmieście  35 m2;35.0;2;1;1935;569000;Gdańsk Śródmieście;
2 pokojowe Gdańsk Osowa do sprzedaży;40.75;2;0;2020;368000;Gdańsk Osowa;
3 pokojowy apartament blisko plaży marina primore;57.5;3;1;2009;769000;Gdańsk Przymorze;
Atrakcyjne 2 pokojowe mieszkanie na Zaspie;46.0;2;5;NaN;385000;Gdańsk Przymorze;
Siedlce, przytulne mieszkanie dwupokojowe OKAZJA;33.0;2;2;NaN;300000;Gdańsk Siedlce;
3 niezależne pokoje z 3 balkonami w Centrum;58.02;3;3;1960;690000;Gdańsk Śródmieście;
Sprzedam Atrakcyjne Dwupoziomowe Mieszkanie 64m na Ujescisku;64.0;2;3;2007;429000;Gdańsk Ujeścisko;
""" Słoneczna Morena"" / 2 pokoje/ Wszystko w cenie!!";38.7;2;2;NaN;420000;Gdańsk Morena;
Mieszkanie Gdańsk Orunia Sandomierska 51 m2;51.0;2;2;NaN;356900;Gdańsk Orunia;
3 pokoje w Gdańsku-Osowej!;55.92;3;0;2020;427050;Gdańsk Osowa;
3 pokoje w Gdańsku-Osowej!;63.02;3;0;2020;450730;Gdańsk Osowa;
3 pokoje w Gdańsku-Osowej!;56.04;3;2;2020;428400;Gdańsk Osowa;
Przestronne mieszkanie z widokiem na zieleń;64.72;3;2;1993;520000;Gdańsk Morena;
2 POKOJE/PRZYMORZE/BLISKO MORZA;38.0;2;3;NaN;350000;Gdańsk Przymorze;
Apartament 3 pokoje Wiszące Ogrody;67.0;3;1;2017;670000;Gdańsk Kiełpinek;
Funkcjonalne mieszkanie na Zaspie;63.4;3;4;1980;569000;Gdańsk Zaspa;
Apartament typu  LOFT;65.2;2;5;2014;689000;Gdańsk Długie Ogrody;
Mieszkanie w dobrej lokalizacji;35.0;2;3;1970;360000;Gdańsk Siedlce;
Mieszkanie - Gdańsk Zabornia;83.0;4;1;2009;750000;Gdańsk Morena;
Mieszkanie - Gdańsk Morena;97.0;4;2;2015;920000;Gdańsk Jasień;
3 pokoje w oazie zieleni;55.0;3;3;2016;375000;Gdańsk Św. Wojciech;
Sprzedam mieszkanie Gdańsk Osowa Kielnieńska;30.0;2;2;2009;285000;Gdańsk Osowa;
Mieszkanie - Gdańsk Przymorze;49.0;2;6;2016;670000;Gdańsk Przymorze;
Mieszkanie - Gdańsk Śródmieście;69.2;3;8;2018;1150000;Gdańsk Stare Przedmieście;
Mieszkanie - Gdańsk Brzeźno;144.0;5;0;2013;2799000;Gdańsk Brzeźno;
Mieszkanie - Gdańsk Wrzeszcz;123.2;3;1;1906;1300000;Gdańsk Wrzeszcz;
Bastion Wałowa- mieszkanie z widokiem na starówkę!;44.44;2;9;2018;595000;Gdańsk Młyniska;
Mieszkanie - Gdańsk Śródmieście;96.0;3;0;2012;1290000;Gdańsk Długie Ogrody;
Mieszkanie - Gdańsk Przymorze;91.0;4;0;2009;1450000;Gdańsk Przymorze;
Mieszkanie - Gdańsk Stare Miasto;87.0;4;2;1957;995000;Gdańsk Śródmieście;
Mieszkanie - Gdańsk Śródmieście;116.0;4;2;2009;1850000;Gdańsk Długie Ogrody;
Mieszkanie - Gdańsk Stare Miasto;86.7;3;8;2018;1450000;Gdańsk Stare Przedmieście;
Mieszkanie blisko morza i plaży;57.76;3;1;2019;924160;Gdańsk Wrzeszcz;
2 POKOJE/SUCHANINO/SZYBKIE WYDANIE;42.0;2;4;1980;345000;Gdańsk Suchanino;
Słoneczne, dwustronne mieszkanie;82.0;4;2;1980;656000;Gdańsk Zaspa;
Mieszkanie - Gdańsk Stare Miasto;56.0;2;2;2017;975000;Gdańsk Śródmieście;
Mieszkanie - Gdańsk Stogi;48.0;3;4;1970;310000;Gdańsk Stogi;
Gdańsk Stare Miasto, 2 pok. z miejscem w hali;54.7;2;2;2010;700000;Gdańsk Długie Ogrody;
Nowy apartament w Gdańsku Śródmieście;29.27;2;3;NaN;510000;Gdańsk Długie Ogrody;
Dwupak inwestycyjny - Bastion Wałowa, 79m2 - 2w1;79.0;4;9;2019;940000;Gdańsk Śródmieście;
Apartament z widokiem - Bastion Wałowa, 72m2, 14p.;72.0;3;14;2019;1340000;Gdańsk Śródmieście;
Gdańsk Piecki-Migowo Amundsena;72.0;6;4;NaN;660000;Gdańsk Morena;
Mieszkanie 2 pokojowe po generalnym remoncie;33.3;2;0;NaN;295000;Gdańsk Wrzeszcz;
!!Niższa cena!! Urządzone w centrum Gdańska;53.1;2;3;1954;590000;Gdańsk Śródmieście;
Mieszkanie Gdańsk Jasień  64 m2;64.0;3;0;2014;515000;Gdańsk Jasień;
Mieszkanie w świetnej lokalizacji;52.6;2;4;NaN;465000;Gdańsk Śródmieście;
3 duże pokoje i garderoba we Wrzeszczu !!!;80.25;4;1;1940;625000;Gdańsk Wrzeszcz;
Mieszkanie - Gdańsk Zaspa, 656 000 zł;82.0;4;2;1980;656000;Gdańsk Zaspa;
Słoneczny apartament z widokiem na morze!;68.0;3;5;2017;660000;Gdańsk Kiełpinek;
Mieszkanie - Gdańsk Stare Miasto;38.7;2;2;2013;650000;Gdańsk Śródmieście;
Mieszkanie - Gdańsk Stare Miasto;52.2;2;1;2013;850000;Gdańsk Śródmieście;
Trzypokojowe mieszkanie we Wrzeszczu;42.0;3;3;1966;363000;Gdańsk Letnica;
Mieszkanie - Gdańsk Śródmieście;50.9;2;5;2016;739000;Gdańsk Stare Przedmieście;
Mieszkanie - Gdańsk Orunia Górna, 779 000 zł;118.0;5;3;2005;779000;Gdańsk Orunia Górna;
Mieszkanie Oliwa Grunwaldzka;101.0;4;3;1901;850000;Gdańsk Oliwa;
STOGI 2 pokoje z wyposażeniem;42.0;2;2;1968;349900;Gdańsk Stogi;
UJEŚCISKO/ 3 POKOJE/ GOTOWE DO WPROWADZENIA;62.5;3;1;2012;545000;Gdańsk Ujeścisko;
Mieszkanie - Gdańsk Osowa;41.0;2;0;2019;348000;Gdańsk Osowa;
3 Pokoje 72 m2  Bastion Wałowa;72.0;3;14;2019;1350000;Gdańsk Śródmieście;
Dwupoziomowe w cichej spokojnej okolicy- Wrzeszcz!;106.0;4;4;2007;1099000;Gdańsk Wrzeszcz;
2 pokoje w Osowej w stanie deweloperskim;40.75;2;0;2019;348000;Gdańsk Osowa;
Gdańsk, Wrzeszcz - Gotowiec inwestycyjny!;80.25;4;1;1940;614900;Gdańsk Wrzeszcz;
Kawalerka Brzeźno idealna inwestycja blisko morza;25.090;1;1;NaN;255000;Gdańsk Brzeźno;
Gdańsk Oliwa, 2 pokoje, własny ogródek;72.0;2;0;1945;490000;Gdańsk Oliwa;
Mieszkanie z kominkiem, słoneczne, 2 balkony;84.67;4;3;2005;749000;Gdańsk Morena;
Wyjątkowe 4 pok. mieszkanie z widokiem na morze;102.0;4;9;2008;1600000;Gdańsk Przymorze;
Apartament premium z widokiem na Stare Miasto;65.5;3;4;2019;1506500;Gdańsk Śródmieście;
Mieszkanie - Gdańsk Zakoniczyn;52.8;3;1;2012;378000;Gdańsk Zakoniczyn;
3 pokoje w centrum Gdańska;66.0;3;5;1994;449000;Gdańsk Siedlce;
Apartament z widokiem na morze i okolice 137m2;137.5;4;16;2008;2490000;Gdańsk Przymorze;
Mieszkanie - Gdańsk Wrzeszcz;80.25;4;1;1938;615000;Gdańsk Wrzeszcz;
Mieszkanie - Gdańsk Śródmieście;61.7;3;6;2013;925500;Gdańsk Stare Przedmieście;
Rozkładowe i słoneczne mieszkanie z widokiem;112.0;4;5;NaN;699000;Gdańsk Siedlce;
Apartament Wysoki Standard Blisko OBC i Alchemia;130.0;5;1;2016;1590000;Gdańsk Oliwa;
Umeblowane pd.-zach. słoneczne z ogródkiem 46m2 2pok. Gdańsk;46.0;2;0;2015;383000;Gdańsk Orunia Górna;
Hallera/ustawne mieszkanie do własnej aranżacji;61.5;3;4;1965;495000;Gdańsk Wrzeszcz;
Mieszkanie na sprzedaż, Gdańsk, Morena, 2 pokoje, 74,09 mkw, za 623000 zł. Kup Bez Prowizji!;74.09;2;3;2020;623000;Gdańsk Morena;
Doskonała Inwestycja! Mieszkanie 3 Pokojowe z Widokiem na Motławę - Śródmieście Centrum;60.0;3;3;2012;650000;Gdańsk Śródmieście;
Mozliwość zrobienia zejścia do ogródka;61.6;3;0;NaN;549000;Gdańsk Zaspa;
Apartament Granaria, Gdańsk ul. Chmielna;83.0;3;2;2019;1992000;Gdańsk Śródmieście;
Mieszkanie 3-pokojowe, Gdańsk ul. Rybna;56.0;3;4;1980;429900;Gdańsk Stogi;
Mieszkanie 4-pokojowe, Gdańsk SIedlce;114.0;4;5;1992;699000;Gdańsk Siedlce;
2 Poziomy z widokiem na Panoramę Gdańska;155.7;6;4;1997;990000;Gdańsk Aniołki;
3 POKOJE/ DWA POZIOMY/ GOTOWE DO WPROWADZENIA;81.0;3;0;2013;439000;Gdańsk Łostowice;
Duże, Komfortowe Mieszkanie z 2 x balkonami;78.84;3;1;2006;699000;Gdańsk Chełm;
2-pokojowe mieszkanie z niesamowitym widokiem;45.0;2;10;1978;474000;Gdańsk Przymorze;
Mieszkanie - Gdańsk Orunia Górna;42.0;2;1;2001;400000;Gdańsk Ujeścisko;
Mieszkanie Gdańsk 63m2;63.0;3;3;2019;945000;Gdańsk Śródmieście;
Mieszkanie Gdańsk Łostowice Niepołomicka 30 m2;30.0;1;2;2019;275000;Gdańsk Łostowice;
Przestronne dwupoziomowe Wrzeszcz;106.0;4;4;2007;1150000;Gdańsk Wrzeszcz;
Mieszkanie - Gdańsk Stare Miasto;28.070;2;3;NaN;460000;Gdańsk Śródmieście;
Mieszkanie na sprzedaż, Gdańsk, Wrzeszcz, 4 pokoje, 80,25 mkw, za 625000 zł. Kup Bez Prowizji!;80.25;4;1;1930;625000;Gdańsk Wrzeszcz;
Przytulnie mieszkanie z ogrodem;70.0;3;0;2011;529000;Gdańsk Ujeścisko;
Mieszkanie 2 pokoje nad stawem - kameralne osiedle;43.5;2;2;2003;398999;Gdańsk Zakoniczyn;
MIESZKANIE 4 POKOJE JASIEŃ 72m2  SPRZEDAM;72.0;4;3;1992;475000;Gdańsk Jasień;
Mieszkanie 48 m2 z widokiem na Westerplatte;48.0;2;11;1975;410000;Gdańsk Nowy Port;
Gdańsk Gdańsk Jasień Pólnicy;111.0;4;1;1995;810000;Gdańsk Jasień;
Słoneczne i przytulne 2 pokoje z miejscem parkingowym i piwnicą;42.5;2;3;2004;449000;Gdańsk Ujeścisko;
CISZA, SPOKÓJ, Z OGRODEM, WRZESZCZ;60.0;2;2;1938;449000;Gdańsk Wrzeszcz;
3 pokoje na Morenie z dużym tarasem, winda!;61.0;3;3;2015;567300;Gdańsk Jasień;
Duży, Apartament na śródmieściu, tuż nad Motławą.;115.0;4;5;2018;980000;Gdańsk Śródmieście;
Inwestycja/ doskonała lokalizacja/ 2 pokoje;59.8;2;2;1938;449000;Gdańsk Wrzeszcz;
Mieszkanie gotowe do zamieszkania;37.0;2;3;1976;320000;Gdańsk Przeróbka;
Przestronne 4 Pokoje Na Morenie;74.0;4;1;1970;520000;Gdańsk Morena;
Gdańsk Przymorze Przymorze;50.0;2;0;2016;589000;Gdańsk Przymorze;
Najtańsze 38 m2 w Gdańsku do wykończenia;38.0;2;0;NaN;185000;Gdańsk Orunia Dolna;
Wspaniałe mieszkanie w centrum Gdańska!;33.0;2;6;2018;539000;Gdańsk Młyniska;
"""Na dachu miasta""";122.0;4;2;2011;1740000;Gdańsk Śródmieście;
Piękne 3 pokoje w świetnej lokalizacji;53.51;3;1;2013;399000;Gdańsk Kowale;
Mieszkanie inwestycyjne;114.0;4;5;1993;699000;Gdańsk Śródmieście;
Mieszkanie przy Motławie - idealne na wynajem.;51.85;2;4;2017;920000;Gdańsk Śródmieście;
W sercu Starego Miasta z widokiem na Motławę!;45.0;3;3;1952;699000;Gdańsk Śródmieście;
Apartament Gdański  Platynium  Jantar;53.54;3;4;2019;642480;Gdańsk Długie Ogrody;
Apartament Gdański Jantar;41.3;2;3;2019;495600;Gdańsk Długie Ogrody;
Komfortowe mieszkanie w centrum Gdańska;71.7;3;3;2009;899000;Gdańsk Śródmieście;
"Gdańsk Starówka - „Kwartał Kamienic&#8221;";80.0;3;2;2014;1400000;Gdańsk Śródmieście;
Przestronne 3 Pokoje Na Ogrodzonym Osiedlu;68.0;3;3;1953;499000;Gdańsk Wrzeszcz;
8 piętro w apartamentowcu - 800m od morza!;45.51;2;8;2019;599000;Gdańsk Brzeźno;
Komfortowe, unikatowe 2 pokoje w Centrum;47.51;2;1;2019;799000;Gdańsk Śródmieście;
Apartament w centru - wysoki standard - old nova;47.51;2;1;2019;799000;Gdańsk Śródmieście;
3 pokoje Wrzeszcz Al. Legionów!;49.0;3;1;1950;499000;Gdańsk Wrzeszcz;
2 pokoje w sercu gdańskiego Starego Miasta!;32.53;2;1;1900;459000;Gdańsk Śródmieście;
Trzy pokoje Przymorze;56.0;3;0;1970;438000;Gdańsk Żabianka;
Mieszkanie 83,00 m2, stan dewelop., GD-Śródmieście;83.05;5;4;2019;839900;Gdańsk Długie Ogrody;
Gdańsk Wrzeszcz Górny Gen Józefa Fiszera;48.0;3;0;NaN;544000;Gdańsk Wrzeszcz;
Gdańsk, Oliwa świetna lokalizacja obok OBC!;76.4;3;2;1951;599000;Gdańsk Oliwa;
Okazja - mieszkanie TANIE w utrzymaniu!;57.2;2;0;2000;389000;Gdańsk Osowa;
"""Zajezdnia Wrzeszcz"" 3 pokoje... Prezentacja ?";58.0;3;1;2019;693900;Gdańsk Wrzeszcz;
"""Zajezdnia Wrzeszcz"" 3 Pokoje 2 Łazienki  Hala";65.0;3;1;2020;773500;Gdańsk Wrzeszcz;
Przestronne 2 pokoje Motława Starówka Gdańsk;57.0;2;5;2014;779000;Gdańsk Śródmieście;
Gdańsk Niedźwiednik trzy pokoje o powierzchni 73m2;72.69;3;4;1978;489000;Gdańsk Chełm;
Wspaniały apartament przy Targu Maślanym;33.0;2;2;2017;499000;Gdańsk Śródmieście;
Prestiżowe w wysokim standardzie - Bastion Wałowa!;44.44;2;9;2018;595000;Gdańsk Śródmieście;
Oś.Pastelowe, 36,14 m2, parking, komórka, ogródek;36.14;2;0;2020;265000;Gdańsk Łostowice;
3 pokoje w Gdańsku-Osowej!;56.04;3;1;2019;431900;Gdańsk Osowa;
Przestronne 2 pok. Gotowe do Wprowadzenia;54.0;2;1;2012;459000;Gdańsk Zakoniczyn;
Mieszkanie nad morzem, 4 pokoje;83.4;4;1;1976;333517;Gdańsk Śródmieście;
Gdańsk Ujeścisko Ostrołęcka;49.0;2;0;2001;409000;Gdańsk Ujeścisko;
3 pokoje w Gdańsku-Osowej!;62.68;3;3;2019;450780;Gdańsk Osowa;
Mieszkanie - Gdańsk Śródmieście;58.68;2;2;1890;460000;Gdańsk Biskupia Górka;
3 pokoje z możliwością wydzielenia 4 pokoju!;139.2;3;4;2019;1013010;Gdańsk Osowa;
Apartament z kameralnym ogródkiem blisko plaży;90.5;4;1;2009;1350000;Gdańsk Przymorze;
Luksusowy 2 pokojowy apartament w sercu miasta.;70.0;2;4;2010;889000;Gdańsk Długie Ogrody;
SZUKASZ DUŻEGO MIESZKANIA? WYNAJEM? DLA SIEBIE?;84.0;5;9;2010;900000;Gdańsk Wrzeszcz;
Przytulna kawalerka na Kowalach;31.21;1;1;2018;316000;Gdańsk Kowale;
2 POKOJE/ SŁONECZNA MORENA/ HALA GARAŻOWA;40.14;2;3;2015;435000;Gdańsk Morena;
Wykończony apartament w Centrum Starego Miasta;47.5;2;1;2018;799000;Gdańsk Śródmieście;
Przestronne mieszkanie dla całej rodziny;64.6;3;2;1990;439000;Gdańsk Orunia Górna;
Pięknie mieszkanko dla inwestora i rodziny;63.0;3;4;NaN;495000;Gdańsk Morena;
Mieszkanie Gdańsk Przymorze  47 m2;47.0;2;2;NaN;520000;Gdańsk Przymorze;
CZTERY POKOJE Z DWOMA BALKONAMI WE WRZESZCZU !!!;68.0;4;3;1950;750000;Gdańsk Wrzeszcz;
Mieszkanie - Gdańsk Morena;77.35;3;3;2020;649000;Gdańsk Morena;
Mieszkanie - Gdańsk Brzeźno;27.0;2;4;1970;289000;Gdańsk Brzeźno;
4 pokoje, dla rodziny;84.0;4;5;2008;640000;Gdańsk Morena;
Mieszkanie - Gdańsk Przymorze;38.0;2;8;1972;369000;Gdańsk Przymorze;
Sprzedam 3 - pokojowe mieszkanie. Gdańsk Karczemki.;54.5;3;0;2001;459000;Gdańsk Karczemki;
Gdańsk - ekskluzywny apartament niedaleko plaży;149.0;5;3;2014;2530000;Gdańsk Brzeźno;
NAJLEPSZA LOKALIZACJA/ 2 POKOJE!;54.1;2;4;1985;455000;Gdańsk Wrzeszcz;
Gustownie urządzone mieszkanie - balkon i taras;71.0;3;0;2006;680000;Gdańsk Chełm;
KAWALERKA/ŚRÓDMIEŚCIE/PRESTIŻOWA LOKALIZACJA;31.02;1;1;2019;505000;Gdańsk Śródmieście;
Sprzedam Atrakcyjne Dwupoziomowe Mieszkanie 64M NA Ujescisku;64.0;2;3;2007;429000;Gdańsk Ujeścisko;
Komfortowy apartament w sercu Gdańska;91.0;3;5;2017;1300000;Gdańsk Dolne Miasto;
Mieszkanie Gdańsk Śródmieście Szafarnia 77 m2;77.0;3;3;2010;960000;Gdańsk Długie Ogrody;
